,Total,Short,Medium,Long,,Expected,,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
233,Raúl Jiménez,mx MEX,FW,Fulham,33-270,1991,16.1,249,361,69.0,3744,879,142,172,82.6,73,103,70.9,19,33,57.6,2,2.4,1.5,-0.4,11,20,6,3,29,Matches,,,,,,,,,
234,Kim Jisoo,kr KOR,DF,Brentford,20-037,2004,0.3,24,27,88.9,514,163,8,9,88.9,11,12,91.7,5,6,83.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches,,,,,,,,,
235,João Pedro,br BRA,"FW,MF",Brighton,23-126,2001,14.4,322,437,73.7,4496,1202,200,258,77.5,90,120,75.0,17,26,65.4,5,2.3,2.0,+2.7,17,29,21,2,50,Matches,,,,,,,,,
236,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-169,1996,20.6,672,808,83.2,9427,2697,423,482,87.8,210,240,87.5,22,42,52.4,1,1.5,1.8,-0.5,18,67,11,1,93,Matches,,,,,,,,,
237,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-006,2000,9.2,214,285,75.1,3283,1386,127,145,87.6,73,90,81.1,12,26,46.2,1,0.6,0.4,+0.4,6,13,1,1,17,Matches,,,,,,,,,
238,Brennan Johnson,wls WAL,FW,Tottenham,23-252,2001,16.6,318,449,70.8,4147,1167,194,240,80.8,101,136,74.3,7,18,38.9,2,1.3,1.2,+0.7,14,22,23,4,50,Matches,,,,,,,,,
239,Sam Johnstone,eng ENG,GK,Wolves,31-311,1993,7.0,184,278,66.2,5548,4270,31,32,96.9,80,82,97.6,72,160,45.0,0,0.0,0.0,0.0,1,6,0,0,0,Matches,,,,,,,,,
240,Curtis Jones,eng ENG,MF,Liverpool,24-000,2001,10.0,521,555,93.9,7485,1504,301,309,97.4,191,202,94.6,15,22,68.2,2,0.4,0.5,+1.6,10,38,9,0,57,Matches,,,,,,,,,
241,Jorginho,it ITA,MF,Arsenal,33-041,1991,5.1,263,305,86.2,4151,965,135,151,89.4,110,121,90.9,13,23,56.5,0,0.4,0.5,-0.4,3,26,8,0,32,Matches,,,,,,,,,
242,Diogo Jota,pt POR,FW,Liverpool,28-057,1996,7.0,126,179,70.4,1820,485,65,86,75.6,43,54,79.6,7,13,53.8,2,1.1,0.7,+0.9,6,14,2,1,18,Matches,,,,,,,,,
243,James Justin,eng ENG,DF,Leicester City,26-342,1998,21.1,773,996,77.6,11634,3707,424,487,87.1,302,363,83.2,27,88,30.7,1,0.4,0.5,+0.6,9,52,11,4,54,Matches,,,,,,,,,
244,Filip Jørgensen,dk DEN,GK,Chelsea,22-289,2002,2.0,45,50,90.0,766,452,17,17,100.0,26,26,100.0,1,6,16.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
245,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-115,1999,4.3,144,175,82.3,2372,698,73,82,89.0,61,74,82.4,9,14,64.3,0,0.2,0.3,-0.2,5,10,9,4,15,Matches,,,,,,,,,
246,Daichi Kamada,jp JPN,MF,Crystal Palace,28-178,1996,9.7,339,426,79.6,5584,1597,179,202,88.6,134,164,81.7,22,36,61.1,0,1.0,0.8,-1.0,13,36,9,2,56,Matches,,,,,,,,,
247,Boubacar Kamara,fr FRA,MF,Aston Villa,25-068,1999,10.5,452,507,89.2,7148,1998,231,247,93.5,194,214,90.7,19,32,59.4,0,0.3,0.3,-0.3,6,47,7,0,52,Matches,,,,,,,,,
248,Michael Keane,eng ENG,DF,Everton,32-019,1993,9.0,253,309,81.9,5832,1865,74,83,89.2,119,132,90.2,58,77,75.3,0,0.1,0.0,-0.1,2,17,0,0,12,Matches,,,,,,,,,
249,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-068,1998,8.0,221,296,74.7,4749,2888,80,80,100.0,109,109,100.0,32,106,30.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches,,,,,,,,,
250,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-116,1998,3.3,138,170,81.2,2538,839,52,59,88.1,75,83,90.4,10,24,41.7,1,0.5,0.1,+0.5,2,5,1,1,9,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
251,Milos Kerkez,hu HUN,DF,Bournemouth,21-084,2003,22.2,757,974,77.7,12145,4214,411,458,89.7,280,348,80.5,51,120,42.5,3,2.9,1.7,+0.1,22,52,25,15,100,Matches,,,,,,,,,
252,Bilal El Khannouss,ma MAR,MF,Leicester City,20-265,2004,11.2,389,516,75.4,6913,1791,188,216,87.0,137,174,78.7,54,91,59.3,1,1.8,1.3,-0.8,17,49,11,1,59,Matches,,,,,,,,,
253,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-336,2004,0.6,41,48,85.4,707,195,17,20,85.0,22,24,91.7,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,2,Matches,,,,,,,,,
254,Max Kilman,eng ENG,DF,West Ham,27-252,1997,22.2,1003,1161,86.4,19808,7173,321,350,91.7,569,617,92.2,107,176,60.8,1,0.8,0.8,+0.2,10,79,2,0,89,Matches,,,,,,,,,
255,Joshua King,eng ENG,"MF,FW",Fulham,18-027,2007,0.9,32,37,86.5,477,92,18,20,90.0,13,15,86.7,0,1,0.0,0,0.4,0.7,-0.4,3,2,1,0,4,Matches,,,,,,,,,
256,Antonín Kinský,cz CZE,GK,Tottenham,21-323,2003,3.0,96,113,85.0,2124,1294,15,15,100.0,62,64,96.9,16,30,53.3,0,0.1,0.0,-0.1,1,2,0,0,1,Matches,,,,,,,,,
257,Jakub Kiwior,pl POL,DF,Arsenal,24-350,2000,3.6,147,175,84.0,2623,792,57,63,90.5,80,88,90.9,9,19,47.4,0,0.1,0.0,-0.1,1,8,0,0,8,Matches,,,,,,,,,
258,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-270,1999,16.0,302,425,71.1,4662,1224,170,214,79.4,100,139,71.9,23,38,60.5,4,3.0,1.9,+1.0,25,22,15,3,58,Matches,,,,,,,,,
259,Ibrahima Konaté,fr FRA,DF,Liverpool,25-250,1999,14.5,928,1027,90.4,16500,6066,349,371,94.1,535,564,94.9,37,77,48.1,2,0.8,0.7,+1.2,7,85,7,0,68,Matches,,,,,,,,,
260,Ezri Konsa,eng ENG,DF,Aston Villa,27-099,1997,20.1,932,1019,91.5,15772,4829,388,406,95.6,499,523,95.4,35,58,60.3,0,0.2,0.4,-0.2,3,65,1,0,52,Matches,,,,,,,,,
261,Mateo Kovačić,hr CRO,MF,Manchester City,30-269,1994,16.2,1162,1250,93.0,17734,4655,635,668,95.1,478,502,95.2,36,53,67.9,1,3.4,2.5,-2.4,26,126,20,0,102,Matches,,,,,,,,,
262,Caleb Kporha,eng ENG,DF,Crystal Palace,18-199,2006,0.1,5,7,71.4,72,21,4,4,100.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches,,,,,,,,,
263,Emil Krafth,se SWE,DF,Newcastle Utd,30-181,1994,2.7,59,74,79.7,1018,485,26,33,78.8,29,33,87.9,4,6,66.7,0,0.1,0.0,-0.1,1,3,0,0,1,Matches,,,,,,,,,
264,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-181,2000,16.4,416,491,84.7,6897,1096,223,251,88.8,146,157,93.0,39,52,75.0,1,2.0,1.8,-1.0,19,28,19,10,47,Matches,,,,,,,,,
265,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-280,2000,20.7,532,732,72.7,7454,2429,325,378,86.0,156,205,76.1,28,69,40.6,4,5.6,3.6,-1.6,58,54,45,6,105,Matches,,,,,,,,,
266,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-299,2000,20.0,763,930,82.0,15879,6399,205,237,86.5,463,511,90.6,91,160,56.9,1,0.3,0.5,+0.7,3,55,1,0,46,Matches,,,,,,,,,
267,Adam Lallana,eng ENG,MF,Southampton,36-265,1988,3.7,211,244,86.5,2749,897,142,158,89.9,56,60,93.3,4,8,50.0,2,0.9,0.5,+1.1,4,20,9,3,23,Matches,,,,,,,,,
268,Tariq Lamptey,gh GHA,DF,Brighton,24-122,2000,4.8,177,215,82.3,2730,542,98,105,93.3,66,80,82.5,10,23,43.5,2,0.4,0.3,+1.6,4,8,4,3,7,Matches,,,,,,,,,
269,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-285,2005,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
270,Roméo Lavia,be BEL,MF,Chelsea,21-024,2004,5.9,261,285,91.6,4376,1179,127,141,90.1,117,122,95.9,14,17,82.4,1,0.7,0.3,+0.3,6,31,3,0,17,Matches,,,,,,,,,
271,Mario Lemina,ga GAB,"MF,DF",Wolves,31-151,1993,15.2,493,613,80.4,9479,2966,176,207,85.0,249,284,87.7,58,95,61.1,3,1.1,1.2,+1.9,10,43,13,4,48,Matches,,,,,,,,,
272,Bernd Leno,de GER,GK,Fulham,32-332,1992,23.0,706,862,81.9,16928,9555,125,126,99.2,443,447,99.1,130,279,46.6,1,0.1,0.0,+0.9,1,7,1,0,0,Matches,,,,,,,,,
273,Jefferson Lerma,co COL,MF,Crystal Palace,30-097,1994,13.4,464,608,76.3,8134,2815,213,242,88.0,198,242,81.8,43,90,47.8,0,0.9,1.1,-0.9,5,55,12,1,61,Matches,,,,,,,,,
274,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-070,2004,15.6,832,903,92.1,11874,2178,512,541,94.6,286,304,94.1,23,31,74.2,2,0.3,0.8,+1.7,7,69,13,0,80,Matches,,,,,,,,,
275,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-343,2001,20.3,524,664,78.9,8285,2075,304,334,91.0,172,218,78.9,37,74,50.0,2,1.5,3.1,+0.5,14,26,23,7,52,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
276,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-126,2006,5.1,259,281,92.2,3826,796,153,161,95.0,94,103,91.3,8,8,100.0,0,0.1,0.2,-0.1,3,31,1,0,23,Matches,,,,,,,,,
277,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-171,1999,17.1,961,1056,91.0,16911,4341,336,354,94.9,581,612,94.9,39,76,51.3,0,0.3,0.2,-0.3,4,45,1,0,35,Matches,,,,,,,,,
278,Pedro Lima,br BRA,DF,Wolves,18-213,2006,0.6,19,26,73.1,352,149,8,10,80.0,8,10,80.0,3,5,60.0,0,0.1,0.1,-0.1,2,1,3,2,3,Matches,,,,,,,,,
279,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-197,1994,0.7,35,38,92.1,534,171,16,19,84.2,17,17,100.0,1,1,100.0,0,0.0,0.0,0.0,1,4,2,1,5,Matches,,,,,,,,,
280,Jesper Lindstrøm,dk DEN,FW,Everton,24-336,2000,8.9,193,290,66.6,3055,909,127,146,87.0,43,68,63.2,20,51,39.2,0,1.6,1.5,-1.6,16,9,8,6,12,Matches,,,,,,,,,
281,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-079,2002,17.6,787,941,83.6,11583,4101,460,515,89.3,293,343,85.4,24,48,50.0,0,0.7,0.5,-0.7,10,55,17,4,82,Matches,,,,,,,,,
282,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-092,1997,8.0,264,313,84.3,3944,1065,148,169,87.6,97,105,92.4,14,21,66.7,0,0.2,0.2,-0.2,4,24,1,0,38,Matches,,,,,,,,,
283,Saša Lukić,rs SRB,MF,Fulham,28-170,1996,15.7,708,801,88.4,11652,2784,352,381,92.4,296,320,92.5,49,69,71.0,2,2.1,0.8,-0.1,10,63,7,2,57,Matches,,,,,,,,,
284,Joe Lumley,eng ENG,GK,Southampton,29-350,1995,3.0,106,151,70.2,2342,1476,42,44,95.5,42,46,91.3,21,59,35.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches,,,,,,,,,
285,Massimo Luongo,au AUS,MF,Ipswich Town,32-127,1992,1.9,39,53,73.6,551,135,24,27,88.9,11,16,68.8,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,5,Matches,,,,,,,,,
286,Ian Maatsen,nl NED,DF,Aston Villa,22-326,2002,4.6,234,293,79.9,3796,1098,116,137,84.7,102,119,85.7,12,21,57.1,1,1.4,1.3,-0.4,11,8,8,1,17,Matches,,,,,,,,,
287,Alexis Mac Allister,ar ARG,MF,Liverpool,26-037,1998,17.4,822,953,86.3,12963,3591,429,477,89.9,315,351,89.7,53,72,73.6,3,3.4,3.7,-0.4,30,79,26,1,117,Matches,,,,,,,,,
288,James Maddison,eng ENG,MF,Tottenham,28-068,1996,14.4,732,907,80.7,11885,3633,356,394,90.4,298,347,85.9,52,119,43.7,4,2.7,4.5,+1.3,26,82,27,5,118,Matches,,,,,,,,,
289,Noni Madueke,eng ENG,FW,Chelsea,22-326,2002,15.3,352,452,77.9,5143,1248,221,253,87.4,99,132,75.0,18,30,60.0,3,3.1,2.3,-0.1,21,8,25,5,48,Matches,,,,,,,,,
290,Gabriel Magalhães,br BRA,DF,Arsenal,27-042,1997,20.1,1133,1258,90.1,19947,6089,461,478,96.4,590,625,94.4,72,130,55.4,1,0.8,1.0,+0.2,11,111,6,0,90,Matches,,,,,,,,,
291,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-267,2001,0.9,46,50,92.0,733,190,25,26,96.2,15,16,93.8,4,5,80.0,0,0.0,0.0,0.0,0,2,0,0,8,Matches,,,,,,,,,
292,Harry Maguire,eng ENG,DF,Manchester Utd,31-331,1993,11.1,576,663,86.9,10612,3713,217,236,91.9,306,332,92.2,44,77,57.1,0,0.2,0.2,-0.2,4,32,2,0,32,Matches,,,,,,,,,
293,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-286,2005,13.5,566,655,86.4,7581,1918,361,393,91.9,142,161,88.2,26,35,74.3,0,1.3,1.0,-1.3,12,42,8,0,49,Matches,,,,,,,,,
294,Tyrell Malacia,nl NED,DF,Manchester Utd,25-166,1999,1.1,49,55,89.1,642,260,31,33,93.9,13,14,92.9,2,2,100.0,0,0.0,0.0,0.0,1,7,1,0,3,Matches,,,,,,,,,
295,Donyell Malen,nl NED,FW,Aston Villa,26-021,1999,0.3,3,5,60.0,33,0,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
296,Orel Mangala,be BEL,MF,Everton,26-318,1998,14.0,437,490,89.2,6998,1567,219,242,90.5,187,197,94.9,23,30,76.7,0,0.6,0.6,-0.6,8,50,8,1,34,Matches,,,,,,,,,
297,Ryan Manning,ie IRL,DF,Southampton,28-230,1996,8.5,321,399,80.5,5401,1447,158,169,93.5,132,156,84.6,24,48,50.0,0,1.3,1.6,-1.3,16,7,6,6,8,Matches,,,,,,,,,
298,Solly March,eng ENG,"MF,DF",Brighton,30-194,1994,0.3,7,15,46.7,104,47,4,5,80.0,3,7,42.9,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
299,Omar Marmoush,eg EGY,FW,Manchester City,25-358,1999,0.8,11,13,84.6,171,31,6,7,85.7,4,4,100.0,1,2,50.0,0,0.2,0.1,-0.2,1,1,2,1,1,Matches,,,,,,,,,
300,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-226,2001,15.2,294,424,69.3,4250,843,188,235,80.0,85,125,68.0,14,27,51.9,2,2.7,3.1,-0.7,23,5,18,8,26,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
301,Emiliano Martínez,ar ARG,GK,Aston Villa,32-150,1992,22.5,691,856,80.7,18236,10915,115,118,97.5,404,410,98.5,172,322,53.4,0,0.0,0.0,0.0,0,12,0,0,1,Matches,,,,,,,,,
302,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-012,1998,18.6,1141,1274,89.6,19348,6739,490,520,94.2,576,617,93.4,63,113,55.8,1,1.1,1.2,-0.1,9,87,16,2,112,Matches,,,,,,,,,
303,Pape Matar Sarr,sn SEN,MF,Tottenham,22-138,2002,13.7,648,743,87.2,10131,2401,346,381,90.8,248,273,90.8,37,46,80.4,2,1.3,0.5,+0.7,9,69,7,2,63,Matches,,,,,,,,,
304,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-216,1997,19.7,197,303,65.0,2566,651,124,160,77.5,57,91,62.6,3,15,20.0,1,2.0,1.2,-1.0,20,23,8,0,33,Matches,,,,,,,,,
305,Stephy Mavididi,eng ENG,FW,Leicester City,26-244,1998,14.2,357,472,75.6,4865,1221,216,237,91.1,100,145,69.0,14,32,43.8,1,2.4,3.1,-1.4,18,26,22,5,51,Matches,,,,,,,,,
306,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-050,1997,15.4,715,841,85.0,14224,4874,227,252,90.1,408,448,91.1,74,120,61.7,0,0.5,0.4,-0.5,4,45,4,1,45,Matches,,,,,,,,,
307,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-077,1997,19.6,1000,1176,85.0,14888,5291,567,623,91.0,367,414,88.6,42,77,54.5,1,0.5,1.2,+0.5,10,83,10,3,75,Matches,,,,,,,,,
308,Bryan Mbeumo,cm CMR,FW,Brentford,25-176,1999,22.9,530,788,67.3,8415,2570,290,359,80.8,193,265,72.8,38,105,36.2,3,5.4,5.1,-2.4,44,32,36,9,87,Matches,,,,,,,,,
309,James Mcatee,eng ENG,"MF,FW",Manchester City,22-104,2002,0.8,39,46,84.8,613,81,20,24,83.3,18,20,90.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches,,,,,,,,,
310,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-069,2001,4.3,91,131,69.5,1285,308,60,71,84.5,25,35,71.4,4,8,50.0,1,0.4,0.2,+0.6,5,6,3,1,8,Matches,,,,,,,,,
311,Alex McCarthy,eng ENG,GK,Southampton,35-058,1989,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches,,,,,,,,,
312,John McGinn,sct SCO,"FW,MF",Aston Villa,30-104,1994,14.1,321,402,79.9,5584,1678,145,163,89.0,134,165,81.2,37,54,68.5,3,2.5,2.0,+0.5,21,31,23,7,58,Matches,,,,,,,,,
313,Dwight McNeil,eng ENG,"MF,FW",Everton,25-069,1999,12.7,377,514,73.3,7168,2464,170,197,86.3,135,166,81.3,64,119,53.8,3,3.5,4.0,-0.5,32,33,32,10,60,Matches,,,,,,,,,
314,Scott McTominay,sct SCO,MF,Manchester Utd,28-053,1996,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,,,,,,,,,
315,Ben Mee,eng ENG,DF,Brentford,35-131,1989,2.0,93,120,77.5,1751,688,34,38,89.5,51,60,85.0,8,20,40.0,0,0.0,0.0,0.0,0,10,0,0,11,Matches,,,,,,,,,
316,Jayden Meghoma,eng ENG,DF,Brentford,18-216,2006,0.1,3,3,100.0,28,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
317,Mikel Merino,es ESP,MF,Arsenal,28-222,1996,8.4,275,351,78.3,3836,1127,174,198,87.9,83,106,78.3,9,19,47.4,1,0.9,0.7,+0.1,8,23,15,2,42,Matches,,,,,,,,,
318,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-110,1997,22.0,489,597,81.9,9756,3698,159,184,86.4,261,297,87.9,62,94,66.0,1,0.2,0.3,+0.8,4,36,1,0,35,Matches,,,,,,,,,
319,Lewis Miley,eng ENG,MF,Newcastle Utd,18-274,2006,0.3,43,44,97.7,581,95,26,26,100.0,13,13,100.0,2,2,100.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches,,,,,,,,,
320,James Milner,eng ENG,MF,Brighton,39-026,1986,1.9,55,73,75.3,899,347,26,28,92.9,23,30,76.7,4,10,40.0,0,0.2,0.2,-0.2,4,3,1,1,10,Matches,,,,,,,,,
321,Tyrone Mings,eng ENG,DF,Aston Villa,31-323,1993,5.2,265,307,86.3,4920,1783,92,102,90.2,153,162,94.4,19,39,48.7,0,0.2,0.1,-0.2,2,21,4,0,17,Matches,,,,,,,,,
322,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-192,2004,8.3,135,227,59.5,2244,724,72,98,73.5,46,66,69.7,13,32,40.6,2,2.7,2.5,-0.7,13,7,14,3,18,Matches,,,,,,,,,
323,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-151,1999,22.3,682,935,72.9,11062,4273,355,421,84.3,276,365,75.6,38,91,41.8,3,3.6,2.7,-0.6,26,35,24,12,47,Matches,,,,,,,,,
324,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-255,1997,20.5,538,707,76.1,7197,1568,356,410,86.8,141,193,73.1,20,44,45.5,3,4.3,3.4,-1.3,32,25,24,6,66,Matches,,,,,,,,,
325,Jakub Moder,pl POL,MF,Brighton,25-298,1999,0.1,18,22,81.8,254,82,10,14,71.4,8,8,100.0,0,0,,0,0.2,0.5,-0.2,3,0,1,1,4,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
326,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-172,2007,1.6,33,51,64.7,412,110,18,19,94.7,10,16,62.5,1,5,20.0,1,0.2,0.4,+0.8,1,1,4,1,5,Matches,,,,,,,,,
327,Morato,br BRA,DF,Nott'ham Forest,23-214,2001,4.9,91,135,67.4,1368,740,47,55,85.5,38,48,79.2,2,17,11.8,0,0.0,0.0,0.0,0,5,0,0,9,Matches,,,,,,,,,
328,Álex Moreno,es ESP,DF,Nott'ham Forest,31-236,1993,9.0,257,360,71.4,3799,1502,156,181,86.2,78,120,65.0,12,35,34.3,1,1.0,0.8,0.0,4,20,7,1,29,Matches,,,,,,,,,
329,Sam Morsy,eg EGY,MF,Ipswich Town,33-142,1991,20.1,863,989,87.3,13704,3651,464,499,93.0,321,352,91.2,56,85,65.9,1,0.6,1.0,+0.4,13,107,10,2,78,Matches,,,,,,,,,
330,Yerson Mosquera,co COL,DF,Wolves,23-273,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7,Matches,,,,,,,,,
331,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-020,1999,2.7,76,95,80.0,1124,241,43,49,87.8,21,27,77.8,5,9,55.6,0,0.1,0.1,-0.1,4,5,0,0,8,Matches,,,,,,,,,
332,Divin Mubama,eng ENG,FW,Manchester City,20-097,2004,0.3,2,3,66.7,44,18,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,,,,,,,,,
333,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-025,2001,1.7,28,42,66.7,431,165,17,24,70.8,10,15,66.7,1,2,50.0,0,1.0,0.5,-1.0,2,2,2,1,5,Matches,,,,,,,,,
334,Rodrigo Muniz,br BRA,FW,Fulham,23-271,2001,7.3,62,96,64.6,1024,333,29,42,69.0,21,31,67.7,8,10,80.0,1,0.6,0.1,+0.4,6,9,2,0,18,Matches,,,,,,,,,
335,Daniel Muñoz,co COL,DF,Crystal Palace,28-249,1996,21.0,671,890,75.4,10339,2815,378,445,84.9,254,321,79.1,29,72,40.3,2,3.0,2.0,-1.0,29,33,17,8,53,Matches,,,,,,,,,
336,Arijanet Muric,xk KVX,GK,Ipswich Town,26-084,1998,17.0,425,595,71.4,11137,7902,114,114,100.0,197,203,97.0,113,272,41.5,0,0.0,0.0,0.0,0,13,0,0,1,Matches,,,,,,,,,
337,Murillo,br BRA,DF,Nott'ham Forest,22-210,2002,21.7,653,839,77.8,12512,5876,272,299,91.0,280,325,86.2,84,181,46.4,0,0.9,0.7,-0.9,10,57,7,0,65,Matches,,,,,,,,,
338,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-341,1995,13.9,370,524,70.6,5568,1824,226,268,84.3,112,160,70.0,23,55,41.8,7,6.3,3.5,+0.7,27,32,21,5,48,Matches,,,,,,,,,
339,Vitaliy Mykolenko,ua UKR,DF,Everton,25-246,1999,19.3,546,729,74.9,9034,3608,274,310,88.4,222,292,76.0,40,95,42.1,0,0.8,0.7,-0.8,13,58,17,10,69,Matches,,,,,,,,,
340,Iliman Ndiaye,sn SEN,FW,Everton,24-330,2000,19.6,431,529,81.5,6693,1407,240,282,85.1,147,170,86.5,33,46,71.7,0,1.4,0.9,-1.4,14,30,11,5,36,Matches,,,,,,,,,
341,Wilfred Ndidi,ng NGA,MF,Leicester City,28-045,1996,13.5,430,534,80.5,6137,1597,237,272,87.1,139,165,84.2,22,42,52.4,4,1.4,1.1,+2.6,9,36,6,1,37,Matches,,,,,,,,,
342,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-045,2005,1.3,36,42,85.7,678,134,16,17,94.1,16,20,80.0,4,5,80.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches,,,,,,,,,
343,Reiss Nelson,eng ENG,FW,Arsenal,25-051,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
344,Reiss Nelson,eng ENG,FW,Fulham,25-051,1999,5.4,232,268,86.6,3429,761,136,147,92.5,77,91,84.6,12,19,63.2,1,1.0,1.0,0.0,13,7,15,3,35,Matches,,,,,,,,,
345,Neto,br BRA,GK,Bournemouth,35-195,1989,2.0,40,62,64.5,1183,896,7,7,100.0,21,21,100.0,12,33,36.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches,,,,,,,,,
346,Pedro Neto,pt POR,FW,Chelsea,24-327,2000,12.1,328,422,77.7,5145,1066,167,185,90.3,125,151,82.8,23,53,43.4,2,2.6,2.3,-0.6,21,12,16,10,24,Matches,,,,,,,,,
347,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-245,1999,7.0,120,165,72.7,1778,350,62,79,78.5,47,57,82.5,5,9,55.6,1,1.3,0.5,-0.3,10,10,3,0,13,Matches,,,,,,,,,
348,Christopher Nkunku,fr FRA,FW,Chelsea,27-077,1997,4.8,136,150,90.7,1809,334,82,91,90.1,44,46,95.7,2,2,100.0,1,1.7,0.4,-0.7,9,9,2,0,11,Matches,,,,,,,,,
349,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-156,1998,8.9,463,549,84.3,7148,1389,262,293,89.4,166,195,85.1,28,39,71.8,4,2.9,2.1,+1.1,18,16,19,6,34,Matches,,,,,,,,,
