,Total,Short,Medium,Long,,Expected,,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
350,Jake O'Brien,ie IRL,DF,Everton,23-256,2001,2.5,78,100,78.0,1431,555,37,38,97.4,31,40,77.5,10,16,62.5,0,0.1,0.0,-0.1,1,8,2,1,5,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
351,Matt O'Riley,dk DEN,MF,Brighton,24-066,2000,4.7,140,177,79.1,2083,505,74,81,91.4,44,53,83.0,11,27,40.7,1,1.1,1.1,-0.1,10,12,3,0,18,Matches,,,,,,,,,
352,Dara O'Shea,ie IRL,DF,Ipswich Town,25-328,1999,19.7,748,963,77.7,14459,6231,266,303,87.8,395,462,85.5,77,164,47.0,0,0.0,0.2,0.0,0,53,1,0,48,Matches,,,,,,,,,
353,Wilson Odobert,fr FRA,FW,Tottenham,20-059,2004,1.8,59,78,75.6,728,105,42,46,91.3,14,20,70.0,0,1,0.0,0,0.1,0.1,-0.1,3,3,3,0,10,Matches,,,,,,,,,
354,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-270,1997,2.6,32,43,74.4,415,27,20,24,83.3,8,10,80.0,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,0,Matches,,,,,,,,,
355,Caleb Okoli,it ITA,DF,Leicester City,23-197,2001,8.9,404,469,86.1,6996,2917,184,201,91.5,184,203,90.6,30,53,56.6,0,0.0,0.1,0.0,0,14,0,0,24,Matches,,,,,,,,,
356,Robin Olsen,se SWE,GK,Aston Villa,35-018,1990,0.5,16,21,76.2,358,217,6,6,100.0,8,8,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
357,Amadou Onana,be BEL,MF,Aston Villa,23-163,2001,11.5,426,482,88.4,6615,1540,211,224,94.2,188,207,90.8,15,21,71.4,0,0.1,0.2,-0.1,3,29,5,1,33,Matches,,,,,,,,,
358,André Onana,cm CMR,GK,Manchester Utd,28-299,1996,22.0,663,877,75.6,15471,9468,174,176,98.9,354,356,99.4,133,341,39.0,0,0.2,0.2,-0.2,1,20,0,0,1,Matches,,,,,,,,,
359,Paul Onuachu,ng NGA,FW,Southampton,30-243,1994,5.0,70,111,63.1,999,170,37,60,61.7,17,26,65.4,8,12,66.7,0,0.3,0.1,-0.3,5,5,0,0,6,Matches,,,,,,,,,
360,Frank Onyeka,ng NGA,MF,Brentford,27-025,1998,0.3,6,7,85.7,71,19,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches,,,,,,,,,
361,Lewis Orford,eng ENG,MF,West Ham,18-343,2006,0.4,29,33,87.9,496,50,11,13,84.6,16,17,94.1,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches,,,,,,,,,
362,Stefan Ortega,de GER,GK,Manchester City,32-081,1992,8.0,260,301,86.4,5641,3890,83,84,98.8,123,125,98.4,52,88,59.1,0,0.0,0.0,0.0,0,3,0,0,0,Matches,,,,,,,,,
363,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-175,2003,0.5,3,6,50.0,41,19,1,3,33.3,1,2,50.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,1,Matches,,,,,,,,,
364,Dango Ouattara,bf BFA,FW,Bournemouth,22-350,2002,12.8,221,367,60.2,3524,1056,122,170,71.8,82,125,65.6,14,41,34.1,4,3.9,2.2,+0.1,19,10,14,5,25,Matches,,,,,,,,,
365,Nico O’Reilly,eng ENG,MF,Manchester City,19-311,2005,0.2,11,12,91.7,135,7,9,9,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
366,Cole Palmer,eng ENG,MF,Chelsea,22-265,2002,22.3,703,943,74.5,13608,3624,278,332,83.7,292,350,83.4,117,203,57.6,6,7.9,6.2,-1.9,61,101,44,11,131,Matches,,,,,,,,,
367,Emerson Palmieri,it ITA,DF,West Ham,30-176,1994,16.5,619,788,78.6,9144,3459,357,404,88.4,210,262,80.2,34,82,41.5,1,1.2,1.7,-0.2,14,36,8,4,43,Matches,,,,,,,,,
368,Lucas Paquetá,br BRA,MF,West Ham,27-152,1997,16.9,659,861,76.5,11023,3465,342,412,83.0,227,289,78.5,75,120,62.5,0,2.0,1.9,-2.0,23,81,25,1,85,Matches,,,,,,,,,
369,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-227,1993,19.6,1055,1207,87.4,16930,4553,552,590,93.6,423,486,87.0,63,91,69.2,2,1.6,1.6,+0.4,12,95,24,2,118,Matches,,,,,,,,,
370,Nathan Patterson,sct SCO,"DF,FW",Everton,23-102,2001,1.4,58,80,72.5,988,455,30,31,96.8,21,35,60.0,6,11,54.5,0,0.3,0.3,-0.3,2,7,4,2,7,Matches,,,,,,,,,
371,Andreas Pereira,br BRA,MF,Fulham,29-025,1996,13.8,463,661,70.0,8342,2592,215,258,83.3,174,219,79.5,62,148,41.9,1,2.2,2.7,-1.2,36,44,15,4,73,Matches,,,,,,,,,
372,Ricardo Pereira,pt POR,DF,Leicester City,31-112,1993,1.6,76,88,86.4,1120,367,47,52,90.4,23,29,79.3,4,4,100.0,0,0.0,0.0,0.0,0,8,0,0,5,Matches,,,,,,,,,
373,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-055,1995,9.6,320,399,80.2,6170,1699,129,150,86.0,144,170,84.7,44,68,64.7,0,0.1,0.3,-0.1,2,36,4,1,36,Matches,,,,,,,,,
374,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-353,2002,3.7,63,86,73.3,850,161,40,49,81.6,18,21,85.7,2,3,66.7,0,0.3,0.2,-0.3,1,1,3,0,4,Matches,,,,,,,,,
375,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-353,2002,1.2,19,24,79.2,340,52,12,14,85.7,3,3,100.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
376,Jordan Pickford,eng ENG,GK,Everton,30-325,1994,22.0,589,926,63.6,19334,14836,85,86,98.8,245,247,99.2,258,583,44.3,0,0.0,0.1,0.0,1,48,5,0,0,Matches,,,,,,,,,
377,Ethan Pinnock,jm JAM,DF,Brentford,31-242,1993,16.0,712,845,84.3,13170,4709,270,286,94.4,375,425,88.2,62,114,54.4,0,1.2,0.6,-1.2,8,38,4,1,33,Matches,,,,,,,,,
378,Daniel Podence,pt POR,"MF,FW",Wolves,29-097,1995,0.5,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches,,,,,,,,,
379,Alfie Pond,eng ENG,DF,Wolves,20-331,2004,0.0,1,1,100.0,23,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
380,Nick Pope,eng ENG,GK,Newcastle Utd,32-282,1992,15.0,314,441,71.2,7842,4985,76,76,100.0,155,157,98.7,81,205,39.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches,,,,,,,,,
381,Pedro Porro,es ESP,DF,Tottenham,25-135,1999,20.1,935,1271,73.6,15998,6213,476,540,88.1,347,443,78.3,88,202,43.6,4,2.2,2.4,+1.8,32,84,37,14,111,Matches,,,,,,,,,
382,Jarell Quansah,eng ENG,DF,Liverpool,21-363,2003,2.5,151,170,88.8,2579,885,57,59,96.6,86,96,89.6,5,10,50.0,0,0.0,0.1,0.0,0,9,0,0,6,Matches,,,,,,,,,
383,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-105,2001,0.6,16,31,51.6,562,420,1,1,100.0,7,7,100.0,8,23,34.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
384,Aaron Ramsdale,eng ENG,GK,Southampton,26-257,1998,15.0,431,637,67.7,11103,8547,136,136,100.0,167,177,94.4,122,316,38.6,0,0.0,0.0,0.0,0,18,1,0,0,Matches,,,,,,,,,
385,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-243,2001,9.8,291,343,84.8,3842,825,204,223,91.5,70,83,84.3,9,13,69.2,2,1.6,1.5,+0.4,9,14,8,0,35,Matches,,,,,,,,,
386,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-087,1997,10.9,253,343,73.8,3508,868,168,201,83.6,56,85,65.9,14,28,50.0,1,2.1,1.4,-1.1,15,13,16,8,21,Matches,,,,,,,,,
387,David Raya,es ESP,GK,Arsenal,29-133,1995,23.0,600,834,71.9,15351,10658,149,151,98.7,305,310,98.4,146,370,39.5,0,0.0,0.0,0.0,0,31,1,0,5,Matches,,,,,,,,,
388,Harrison Reed,eng ENG,MF,Fulham,29-365,1995,0.7,28,39,71.8,418,111,16,18,88.9,9,11,81.8,2,4,50.0,0,0.1,0.1,-0.1,1,0,1,0,3,Matches,,,,,,,,,
389,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-326,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
390,Sergio Reguilón,es ESP,DF,Tottenham,28-041,1996,1.0,52,74,70.3,820,306,26,34,76.5,24,33,72.7,2,5,40.0,0,0.0,0.2,0.0,1,7,2,1,8,Matches,,,,,,,,,
391,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-359,1993,3.1,70,98,71.4,983,326,39,48,81.3,24,31,77.4,2,7,28.6,0,0.1,0.1,-0.1,1,5,3,0,9,Matches,,,,,,,,,
392,Chadi Riad,ma MAR,DF,Crystal Palace,21-223,2003,1.0,70,82,85.4,1411,568,24,28,85.7,38,41,92.7,8,13,61.5,0,0.0,0.0,0.0,0,8,1,0,7,Matches,,,,,,,,,
393,Declan Rice,eng ENG,MF,Arsenal,26-012,1999,18.3,863,1036,83.3,15188,4002,406,438,92.7,350,386,90.7,90,175,51.4,3,4.7,3.8,-1.7,34,85,22,3,125,Matches,,,,,,,,,
394,Chris Richards,us USA,DF,Crystal Palace,24-304,2000,8.9,342,416,82.2,6050,2144,144,162,88.9,166,182,91.2,29,56,51.8,0,0.0,0.0,0.0,1,13,0,0,21,Matches,,,,,,,,,
395,Richarlison,br BRA,FW,Tottenham,27-261,1997,1.6,34,50,68.0,509,172,18,20,90.0,9,17,52.9,4,6,66.7,1,0.9,0.6,+0.1,3,5,4,2,7,Matches,,,,,,,,,
396,Andrew Robertson,sct SCO,DF,Liverpool,30-321,1994,17.3,1076,1280,84.1,17995,5466,532,561,94.8,453,520,87.1,77,160,48.1,0,2.8,2.8,-2.8,29,105,21,13,122,Matches,,,,,,,,,
397,Antonee Robinson,us USA,DF,Fulham,27-171,1997,22.0,1022,1335,76.6,17622,6832,496,569,87.2,423,539,78.5,92,161,57.1,9,3.1,2.8,+5.9,31,80,44,23,83,Matches,,,,,,,,,
398,Rodri,es ESP,MF,Manchester City,28-218,1996,0.7,57,61,93.4,1056,250,25,26,96.2,24,27,88.9,7,7,100.0,0,0.0,0.1,0.0,1,3,1,0,4,Matches,,,,,,,,,
399,Guido Rodríguez,ar ARG,MF,West Ham,30-289,1994,11.3,419,497,84.3,7149,2000,201,230,87.4,180,197,91.4,32,50,64.0,0,0.1,0.1,-0.1,3,36,1,0,31,Matches,,,,,,,,,
400,Mads Roerslev,dk DEN,DF,Brentford,25-216,1999,11.2,394,501,78.6,6452,2051,192,220,87.3,165,207,79.7,26,47,55.3,2,3.0,2.0,-1.0,13,33,9,3,47,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
401,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-184,2002,19.3,381,513,74.3,5457,1917,215,260,82.7,113,149,75.8,27,33,81.8,4,4.4,3.0,-0.4,29,40,34,0,71,Matches,,,,,,,,,
402,Cristian Romero,ar ARG,DF,Tottenham,26-274,1998,10.8,793,880,90.1,14806,5799,275,298,92.3,451,477,94.5,57,85,67.1,0,0.5,0.7,-0.5,6,85,7,1,48,Matches,,,,,,,,,
403,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-281,2002,13.1,173,262,66.0,2494,828,105,135,77.8,52,80,65.0,9,15,60.0,2,1.5,1.3,+0.5,12,23,14,1,50,Matches,,,,,,,,,
404,José Sá,pt POR,GK,Wolves,32-009,1993,16.0,323,529,61.1,8649,6166,65,66,98.5,172,177,97.2,85,284,29.9,0,0.1,0.0,-0.1,2,13,1,0,2,Matches,,,,,,,,,
405,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-143,2001,14.1,406,546,74.4,6315,1918,238,265,89.8,119,163,73.0,36,77,46.8,10,5.8,5.6,+4.2,42,11,28,9,53,Matches,,,,,,,,,
406,Mohamed Salah,eg EGY,FW,Liverpool,32-225,1992,21.6,503,712,70.6,7727,2240,284,343,82.8,168,237,70.9,37,63,58.7,13,9.2,5.4,+3.8,50,33,61,10,87,Matches,,,,,,,,,
407,William Saliba,fr FRA,DF,Arsenal,23-308,2001,20.3,1393,1481,94.1,24250,7206,582,605,96.2,725,758,95.6,82,100,82.0,0,0.5,0.8,-0.5,4,106,3,0,70,Matches,,,,,,,,,
408,Robert Sánchez,es ESP,GK,Chelsea,27-069,1997,21.0,627,857,73.2,14583,9560,161,162,99.4,328,341,96.2,135,344,39.2,0,0.0,0.0,0.0,0,13,1,0,1,Matches,,,,,,,,,
409,Jadon Sancho,eng ENG,FW,Chelsea,24-307,2000,11.8,410,489,83.8,5474,1241,264,291,90.7,123,144,85.4,9,17,52.9,4,2.6,2.2,+1.4,22,17,27,0,56,Matches,,,,,,,,,
410,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-055,1997,2.4,86,113,76.1,1305,411,48,56,85.7,32,41,78.0,5,9,55.6,0,0.0,0.1,0.0,1,5,1,0,8,Matches,,,,,,,,,
411,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-260,1992,3.9,115,173,66.5,1941,672,50,62,80.6,46,59,78.0,11,27,40.7,0,0.5,0.5,-0.5,4,13,9,0,26,Matches,,,,,,,,,
412,Jeremy Sarmiento,ec ECU,MF,Brighton,22-224,2002,0.1,6,6,100.0,74,1,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
413,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-336,1998,15.9,265,402,65.9,3998,1116,142,191,74.3,106,151,70.2,11,24,45.8,3,4.7,3.7,-1.7,24,13,23,3,46,Matches,,,,,,,,,
414,Sávio,br BRA,"FW,MF",Manchester City,20-291,2004,12.0,424,536,79.1,6093,1173,275,309,89.0,122,160,76.3,18,34,52.9,5,4.9,4.6,+0.1,29,9,37,7,49,Matches,,,,,,,,,
415,Oliver Scarles,eng ENG,"DF,FW",West Ham,19-045,2005,0.9,30,43,69.8,518,110,11,15,73.3,19,22,86.4,0,4,0.0,0,0.0,0.0,0.0,0,0,1,0,3,Matches,,,,,,,,,
416,Kevin Schade,de GER,FW,Brentford,23-060,2001,11.0,127,218,58.3,1819,457,71,104,68.3,49,80,61.3,2,9,22.2,2,1.7,0.8,+0.3,7,17,5,0,20,Matches,,,,,,,,,
417,Fabian Schär,ch SUI,DF,Newcastle Utd,33-037,1991,17.8,954,1139,83.8,18767,7533,346,375,92.3,497,535,92.9,106,206,51.5,0,0.3,0.7,-0.3,3,93,8,0,63,Matches,,,,,,,,,
418,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-034,1992,1.1,39,50,78.0,591,144,16,19,84.2,18,23,78.3,2,4,50.0,0,0.2,0.1,-0.2,3,4,2,0,5,Matches,,,,,,,,,
419,Alex Scott,eng ENG,MF,Bournemouth,21-158,2003,2.9,116,132,87.9,2046,749,55,60,91.7,52,55,94.5,9,12,75.0,0,0.2,0.2,-0.2,5,22,4,0,32,Matches,,,,,,,,,
420,Matz Sels,be BEL,GK,Nott'ham Forest,32-335,1992,23.0,309,597,51.8,12079,10576,45,45,100.0,85,87,97.7,179,458,39.1,0,0.0,0.1,0.0,0,27,2,0,1,Matches,,,,,,,,,
421,Nélson Semedo,pt POR,DF,Wolves,31-071,1993,17.9,616,763,80.7,9826,2916,324,357,90.8,243,288,84.4,41,80,51.3,3,2.2,1.0,+0.8,16,48,10,6,39,Matches,,,,,,,,,
422,Antoine Semenyo,gh GHA,FW,Bournemouth,25-019,2000,21.4,479,661,72.5,6973,1738,285,337,84.6,156,205,76.1,21,61,34.4,3,4.0,3.0,-1.0,27,34,27,5,64,Matches,,,,,,,,,
423,Marcos Senesi,ar ARG,DF,Bournemouth,27-261,1997,10.2,440,578,76.1,9108,4764,163,187,87.2,204,237,86.1,71,144,49.3,0,0.4,0.5,-0.4,5,66,12,3,45,Matches,,,,,,,,,
424,Ryan Sessegnon,eng ENG,MF,Fulham,24-253,2000,0.1,1,4,25.0,7,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
425,Luke Shaw,eng ENG,DF,Manchester Utd,29-198,1995,0.8,89,101,88.1,1503,573,48,50,96.0,34,38,89.5,7,11,63.6,0,0.0,0.0,0.0,0,6,0,0,6,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
426,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-201,2005,0.0,1,2,50.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
427,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-169,1994,20.3,999,1158,86.3,15102,2795,570,621,91.8,361,415,87.0,49,74,66.2,4,4.0,3.2,0.0,38,53,21,6,86,Matches,,,,,,,,,
428,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-178,1999,7.7,92,156,59.0,1252,375,54,72,75.0,27,45,60.0,4,12,33.3,1,2.5,1.7,-1.5,12,2,7,3,12,Matches,,,,,,,,,
429,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-268,2006,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
430,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-083,2005,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches,,,,,,,,,
431,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-223,1999,2.3,54,70,77.1,789,117,33,35,94.3,17,26,65.4,3,3,100.0,1,1.0,0.9,0.0,9,4,1,1,3,Matches,,,,,,,,,
432,Oliver Skipp,eng ENG,MF,Leicester City,24-132,2000,8.4,293,343,85.4,4411,1105,150,169,88.8,115,124,92.7,14,22,63.6,0,0.2,0.3,-0.2,8,23,4,0,22,Matches,,,,,,,,,
433,William Smallbone,ie IRL,MF,Southampton,24-340,2000,3.2,109,149,73.2,1591,216,56,67,83.6,46,57,80.7,2,14,14.3,0,0.3,0.5,-0.3,3,4,1,1,9,Matches,,,,,,,,,
434,Adam Smith,eng ENG,DF,Bournemouth,33-272,1991,11.5,312,407,76.7,5134,1780,149,171,87.1,137,171,80.1,19,50,38.0,0,0.1,0.1,-0.1,3,31,3,1,31,Matches,,,,,,,,,
435,Emile Smith Rowe,eng ENG,MF,Fulham,24-182,2000,14.2,596,660,90.3,8560,1667,346,372,93.0,223,234,95.3,14,20,70.0,2,1.0,1.4,+1.0,17,53,9,1,85,Matches,,,,,,,,,
436,Dominic Solanke,eng ENG,FW,Tottenham,27-134,1997,17.8,200,283,70.7,2675,744,122,165,73.9,50,65,76.9,10,16,62.5,3,2.6,1.1,+0.4,12,22,9,0,37,Matches,,,,,,,,,
437,Carlos Soler,es ESP,"MF,FW",West Ham,28-024,1997,9.3,360,426,84.5,5743,1620,190,199,95.5,137,165,83.0,23,41,56.1,1,1.0,1.0,0.0,10,30,8,0,39,Matches,,,,,,,,,
438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-148,1999,2.7,54,79,68.4,850,244,26,39,66.7,19,26,73.1,5,7,71.4,0,0.4,0.3,-0.4,7,2,4,2,4,Matches,,,,,,,,,
439,Tomáš Souček,cz CZE,MF,West Ham,29-334,1995,16.9,418,574,72.8,7114,2099,202,259,78.0,167,222,75.2,40,58,69.0,1,1.0,1.0,0.0,13,42,7,1,47,Matches,,,,,,,,,
440,Boubakary Soumaré,fr FRA,MF,Leicester City,25-334,1999,11.3,560,644,87.0,8231,2336,314,338,92.9,212,243,87.2,14,22,63.6,0,0.1,0.5,-0.1,3,51,6,1,46,Matches,,,,,,,,,
441,Djed Spence,eng ENG,DF,Tottenham,24-170,2000,6.6,382,444,86.0,5353,1389,230,243,94.7,129,153,84.3,9,17,52.9,1,0.9,0.5,+0.1,4,33,5,2,33,Matches,,,,,,,,,
442,Jay Stansfield,eng ENG,MF,Fulham,22-063,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
443,Jason Steele,eng ENG,GK,Brighton,34-161,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
444,Jack Stephens,eng ENG,DF,Southampton,30-365,1994,8.8,576,619,93.1,9819,2898,231,248,93.1,314,330,95.2,19,24,79.2,0,0.1,0.2,-0.1,2,40,5,0,43,Matches,,,,,,,,,
445,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-049,1994,2.4,71,92,77.2,858,169,49,56,87.5,18,26,69.2,1,2,50.0,1,0.2,0.1,+0.8,3,2,3,0,12,Matches,,,,,,,,,
446,Ross Stewart,sct SCO,"FW,MF",Southampton,28-199,1996,1.5,36,45,80.0,527,59,16,19,84.2,17,19,89.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches,,,,,,,,,
447,Jakub Stolarczyk,pl POL,GK,Leicester City,24-038,2000,5.0,132,184,71.7,3383,2517,43,43,100.0,44,45,97.8,44,95,46.3,0,0.0,0.0,0.0,0,2,0,0,1,Matches,,,,,,,,,
448,John Stones,eng ENG,"DF,MF",Manchester City,30-243,1994,4.1,253,281,90.0,4461,1166,116,125,92.8,110,121,90.9,23,28,82.1,0,0.1,0.1,-0.1,2,32,0,0,19,Matches,,,,,,,,,
449,Jørgen Strand Larsen,no NOR,FW,Wolves,24-355,2000,20.4,182,294,61.9,2392,450,112,165,67.9,43,71,60.6,10,13,76.9,2,1.6,0.6,+0.4,14,11,3,1,18,Matches,,,,,,,,,
450,Yukinari Sugawara,jp JPN,DF,Southampton,24-212,2000,12.8,568,703,80.8,9136,2747,296,333,88.9,228,273,83.5,34,63,54.0,1,2.2,1.8,-1.2,16,40,20,8,58,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
451,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-346,2002,3.2,78,92,84.8,1213,148,49,53,92.5,23,28,82.1,6,7,85.7,0,0.0,0.2,0.0,1,2,4,2,5,Matches,,,,,,,,,
452,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-088,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches,,,,,,,,,
453,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-124,1995,10.9,143,193,74.1,2382,702,67,77,87.0,53,63,84.1,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches,,,,,,,,,
454,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-093,2000,15.2,684,801,85.4,10709,2178,369,414,89.1,222,250,88.8,59,80,73.8,2,3.0,2.8,-1.0,30,57,24,4,80,Matches,,,,,,,,,
455,Matt Targett,eng ENG,DF,Newcastle Utd,29-130,1995,0.1,7,7,100.0,84,11,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
456,James Tarkowski,eng ENG,DF,Everton,32-068,1992,21.9,695,857,81.1,14669,5602,228,265,86.0,346,378,91.5,114,180,63.3,0,1.9,1.7,-1.9,11,58,9,0,51,Matches,,,,,,,,,
457,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-310,1999,12.8,370,512,72.3,6267,1972,176,200,88.0,158,205,77.1,30,77,39.0,5,2.6,2.2,+2.4,31,45,23,7,73,Matches,,,,,,,,,
458,Charlie Taylor,eng ENG,DF,Southampton,31-130,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches,,,,,,,,,
459,Jack Taylor,ie IRL,MF,Ipswich Town,26-217,1998,4.5,196,236,83.1,3411,1007,94,105,89.5,82,96,85.4,16,26,61.5,0,0.5,0.7,-0.5,5,22,7,0,32,Matches,,,,,,,,,
460,Kenny Tete,nl NED,DF,Fulham,29-109,1995,14.0,576,706,81.6,9210,3032,303,331,91.5,208,260,80.0,46,72,63.9,2,0.7,0.5,+1.3,5,53,6,4,42,Matches,,,,,,,,,
461,Thiago,br BRA,FW,Brentford,23-214,2001,1.5,28,39,71.8,428,56,14,20,70.0,9,12,75.0,3,4,75.0,0,0.1,0.0,-0.1,2,1,1,0,2,Matches,,,,,,,,,
462,Luke Thomas,eng ENG,DF,Leicester City,23-230,2001,2.0,85,109,78.0,1261,407,47,49,95.9,33,43,76.7,4,13,30.8,0,0.1,0.1,-0.1,1,7,1,0,7,Matches,,,,,,,,,
463,Youri Tielemans,be BEL,MF,Aston Villa,27-264,1997,20.7,974,1201,81.1,16710,5925,454,509,89.2,423,485,87.2,83,163,50.9,4,4.3,3.9,-0.3,41,133,24,3,131,Matches,,,,,,,,,
464,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-235,1997,0.2,4,6,66.7,37,7,3,3,100.0,0,0,,0,1,0.0,0,0.3,0.2,-0.3,1,0,0,0,0,Matches,,,,,,,,,
465,Jurriën Timber,nl NED,DF,Arsenal,23-223,2001,18.5,776,910,85.3,11235,3307,439,479,91.6,304,359,84.7,19,35,54.3,1,0.7,1.0,+0.3,14,67,10,2,84,Matches,,,,,,,,,
